timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2020-10-31 21:55:00+00:00,XBTUSD,13844.0,13845.0,13843.5,13845.0,157,636151,13844.6629,1500,4594931690,45.94931690000001,636151.0
2020-10-31 22:00:00+00:00,XBTUSD,13845.0,13845.0,13844.5,13845.0,106,146477,13844.5,50,1058003371,10.580033710000002,146477.0
2020-10-31 22:05:00+00:00,XBTUSD,13845.0,13845.0,13833.0,13833.0,406,2023948,13840.8304,10000,14623801410,146.2380141,2023948.0
2020-10-31 22:10:00+00:00,XBTUSD,13833.0,13833.5,13833.0,13833.0,102,838695,13833.0,10,6062926155,60.62926155,838695.0
2020-10-31 22:15:00+00:00,XBTUSD,13833.0,13833.5,13832.0,13832.5,180,677334,13833.1719,5645,4896667510,48.966675099999996,677334.0
2020-10-31 22:20:00+00:00,XBTUSD,13832.5,13841.0,13829.5,13840.5,338,2585124,13833.1719,5000,18688742216,186.88742216,2585124.0
2020-10-31 22:25:00+00:00,XBTUSD,13840.5,13854.0,13840.5,13854.0,487,1581257,13848.4974,1500,11418492777,114.18492776999999,1581257.0
2020-10-31 22:30:00+00:00,XBTUSD,13854.0,13860.0,13850.5,13851.0,523,2678192,13856.1729,2816,19328550299,193.28550299000005,2678192.0
2020-10-31 22:35:00+00:00,XBTUSD,13851.0,13879.0,13850.5,13873.0,858,5424417,13867.7021,10000,39118300512,391.1830051199999,5424417.0
2020-10-31 22:40:00+00:00,XBTUSD,13873.0,13881.0,13869.5,13871.5,507,3796775,13877.3245,200,27362513893,273.62513893000005,3796775.0
2020-10-31 22:45:00+00:00,XBTUSD,13871.5,13880.0,13871.5,13880.0,291,890348,13875.3989,63,6417530949,64.17530948999999,890348.0
2020-10-31 22:50:00+00:00,XBTUSD,13880.0,13895.0,13870.5,13871.0,1303,7088726,13886.9601,500,51052094180,510.5209418000001,7088726.0
2020-10-31 22:55:00+00:00,XBTUSD,13871.0,13889.0,13868.0,13870.0,704,2660014,13877.3245,1300,19169942936,191.69942935999995,2660014.0
2020-10-31 23:00:00+00:00,XBTUSD,13870.0,13880.0,13861.0,13880.0,440,1476449,13871.5495,340,10644437268,106.44437268000001,1476449.0
