timestamp,open,high,low,close,volume,close_time,asset_volume,trades,buy_base_asset_volume,buy_quote_asset_volume,ignore
2020-10-02 16:00:00,10512.74000000,10563.00000000,10492.00000000,10543.69000000,2238.51818000,1601657999999,23583332.36413207,33615,1007.18617500,10610599.08650010,0
2020-10-02 17:00:00,10543.68000000,10560.00000000,10518.29000000,10537.44000000,1362.61125100,1601661599999,14362145.53287687,21652,635.68520400,6699901.08557438,0
2020-10-02 18:00:00,10537.44000000,10554.00000000,10523.64000000,10553.11000000,1704.92583200,1601665199999,17972448.48753724,21819,684.99495000,7220869.36263533,0
2020-10-02 19:00:00,10553.10000000,10553.10000000,10512.04000000,10515.04000000,1186.91691600,1601668799999,12500156.19801109,18443,543.68909800,5725816.34670679,0
2020-10-02 20:00:00,10515.04000000,10555.21000000,10510.29000000,10540.71000000,1359.69829800,1601672399999,14323311.62060496,21030,760.37168700,8009885.99433349,0
2020-10-02 21:00:00,10540.71000000,10555.65000000,10463.02000000,10469.68000000,1427.45567800,1601675999999,14997782.03552642,31420,709.57534100,7456022.32820604,0
2020-10-02 22:00:00,10469.68000000,10580.00000000,10469.46000000,10551.02000000,1424.67526300,1601679599999,15007464.68216905,27777,760.22334300,8006632.38562219,0
2020-10-02 23:00:00,10551.02000000,10577.53000000,10549.05000000,10570.40000000,739.03080400,1601683199999,7806678.98317658,15347,321.26260300,3393646.71728862,0
2020-10-03 00:00:00,10570.40000000,10576.87000000,10532.00000000,10544.92000000,906.61525400,1601686799999,9564113.27949169,19170,457.28879400,4824467.19126977,0
2020-10-03 01:00:00,10544.92000000,10556.30000000,10522.32000000,10538.07000000,813.38034100,1601690399999,8572469.79307514,14343,402.34523000,4240680.27649645,0
2020-10-03 02:00:00,10538.06000000,10547.90000000,10521.88000000,10540.34000000,689.09513900,1601693999999,7259118.22069691,13492,352.36036600,3712065.10828946,0
2020-10-03 03:00:00,10540.35000000,10562.01000000,10530.33000000,10552.24000000,795.96934600,1601697599999,8395794.15342375,14501,402.22697800,4242745.09380506,0
2020-10-03 04:00:00,10552.24000000,10560.00000000,10541.79000000,10558.01000000,623.58060800,1601701199999,6580121.08651573,11457,310.56800400,3277112.14389388,0
2020-10-03 05:00:00,10558.00000000,10563.24000000,10526.66000000,10537.02000000,971.64280100,1601704799999,10240415.59021761,12944,355.01162400,3741517.55843039,0
2020-10-03 06:00:00,10537.02000000,10547.84000000,10496.46000000,10529.01000000,1163.29258900,1601708399999,12238189.81534469,19861,580.92061600,6112226.66105383,0
2020-10-03 07:00:00,10529.00000000,10533.04000000,10512.64000000,10527.75000000,840.88763900,1601711999999,8847945.65678160,14583,412.96473100,4345515.39439489,0
2020-10-03 08:00:00,10527.75000000,10550.95000000,10498.97000000,10507.66000000,1307.68140300,1601715599999,13759158.25293102,20989,631.54621000,6645835.37317137,0
2020-10-03 09:00:00,10507.66000000,10539.04000000,10504.18000000,10527.64000000,912.46060100,1601719199999,9601340.13402289,16089,485.82503300,5112256.88078115,0
2020-10-03 10:00:00,10527.64000000,10549.32000000,10517.86000000,10549.31000000,847.01103600,1601722799999,8922095.64896526,17780,475.07415900,5004127.10077036,0
2020-10-03 11:00:00,10549.31000000,10564.00000000,10528.18000000,10536.65000000,1073.44415900,1601726399999,11315179.49871385,15865,522.47100400,5507696.95627709,0
2020-10-03 12:00:00,10536.65000000,10542.58000000,10517.87000000,10535.54000000,891.24849200,1601729999999,9387433.80106484,16885,426.05751100,4487680.97648585,0
2020-10-03 13:00:00,10535.54000000,10547.97000000,10518.73000000,10528.20000000,958.87214800,1601733599999,10099543.76753803,14912,419.90761900,4423089.67913235,0
2020-10-03 14:00:00,10528.20000000,10541.33000000,10524.58000000,10534.78000000,714.91612700,1601737199999,7531477.39401547,14374,355.90510800,3749467.29912986,0
2020-10-03 15:00:00,10534.78000000,10553.83000000,10531.03000000,10541.98000000,918.31749400,1601740799999,9680752.46959305,15544,480.31700700,5063564.06521414,0
2020-10-03 16:00:00,10541.97000000,10603.56000000,10535.04000000,10579.41000000,1501.07800300,1601744399999,15854171.94871329,21344,817.77367000,8639093.73099847,0
2020-10-03 17:00:00,10579.41000000,10585.26000000,10560.70000000,10581.70000000,944.76304900,1601747999999,9991112.31853240,14821,411.22347800,4348550.99044799,0
2020-10-03 18:00:00,10581.71000000,10589.40000000,10563.40000000,10574.06000000,931.38533000,1601751599999,9851060.10143858,16515,424.33987600,4487968.09171563,0
2020-10-03 19:00:00,10574.11000000,10597.13000000,10569.00000000,10582.62000000,1571.60252000,1601755199999,16633704.89468758,16224,577.85040200,6114854.98865757,0
2020-10-03 20:00:00,10582.57000000,10588.43000000,10555.12000000,10565.02000000,626.36067200,1601758799999,6620924.22914934,12157,316.39678900,3344370.20476015,0
2020-10-03 21:00:00,10565.01000000,10572.78000000,10555.00000000,10568.37000000,616.51194900,1601762399999,6512966.85364035,13332,287.20379600,3034033.62551275,0
2020-10-03 22:00:00,10568.36000000,10568.36000000,10530.00000000,10558.46000000,967.36654700,1601765999999,10201941.75863960,19424,483.17183400,5095796.44157103,0
2020-10-03 23:00:00,10558.45000000,10564.54000000,10537.79000000,10542.06000000,710.73809400,1601769599999,7499853.94134349,14723,363.71304300,3838006.92991250,0
2020-10-04 00:00:00,10542.07000000,10558.14000000,10517.87000000,10543.06000000,768.40164400,1601773199999,8099582.28947475,13633,379.88145900,4004232.02691017,0
2020-10-04 01:00:00,10543.06000000,10547.90000000,10517.99000000,10541.14000000,935.37055400,1601776799999,9852360.95788729,20155,459.63192400,4841312.07195208,0
2020-10-04 02:00:00,10541.14000000,10553.46000000,10527.33000000,10548.12000000,822.86251600,1601780399999,8673102.44294534,16354,390.26218000,4113442.08124979,0
2020-10-04 03:00:00,10548.14000000,10559.73000000,10542.08000000,10545.49000000,688.76043500,1601783999999,7267569.45100247,10701,380.87685400,4018882.56088364,0
2020-10-04 04:00:00,10545.48000000,10579.81000000,10544.40000000,10565.83000000,798.73732800,1601787599999,8439948.82002939,12877,448.97002500,4743963.16166855,0
2020-10-04 05:00:00,10565.83000000,10578.00000000,10561.12000000,10562.28000000,396.13215800,1601791199999,4187547.63568020,7710,209.46936500,2214299.88384712,0
2020-10-04 06:00:00,10562.28000000,10637.35000000,10562.28000000,10618.00000000,1809.14597200,1601794799999,19191362.49131867,22370,1072.25901400,11372474.09465058,0
2020-10-04 07:00:00,10618.00000000,10630.21000000,10602.00000000,10612.83000000,824.60039900,1601798399999,8751788.57354096,14285,454.63604800,4825265.22946336,0
2020-10-04 08:00:00,10612.83000000,10625.00000000,10582.10000000,10599.58000000,1190.08677000,1601801999999,12623098.40310245,16956,603.67453900,6403262.70419861,0
2020-10-04 09:00:00,10599.59000000,10603.00000000,10582.87000000,10595.52000000,873.35557400,1601805599999,9252619.77584556,12099,474.47656200,5026780.17088925,0
2020-10-04 10:00:00,10595.52000000,10598.46000000,10570.47000000,10586.59000000,855.87804800,1601809199999,9057605.53368037,16029,429.59865400,4546368.85066095,0
2020-10-04 11:00:00,10586.59000000,10610.00000000,10575.00000000,10600.75000000,860.83614900,1601812799999,9114987.08329252,14088,444.60088300,4707999.18601814,0
